X,Y,field_1,field_2,field_3,field_4,field_5,field_6,field_7,field_8,field_9
476184.029911728,4428182.83287391,-105.27902124,40.00349883,95811,40.00349883,-105.27902124,1379032419,2013-09-12 18:33:39,ASU,#boulderflood fuck it.... #boulderblackout
480104.969912461,4426420.32187003,-105.23303102,39.98772056,95815,39.98772056,-105.23303102,1379032415,2013-09-12 18:33:35,ASU,@joekovack police blocked off eastbound 36 at Table Mesa #boulderflood
478444.719373255,4427529.00229695,-105.25251419,39.99766874,95891,39.99766874,-105.25251419,1379032249,2013-09-12 18:30:49,ASU,Hwy 36 is completely flooded right after Baseline Road.... #boulderflood #cowx http://t.co/G6j60j6Z9u
475461.600809111,4433132.8487068,-105.28767218,40.04807605,96079,40.04807605,-105.28767218,1379031869,2013-09-12 18:24:29,ASU,"Foggy scenes from #Boulder #CO, part of the #boulderflood of 2013 @ Wonderland Lake Park http://t.co/u528YEyVej"
475892.319952767,4427658.5094907,-105.28241933,39.99876656,96138,39.99876656,-105.28241933,1379031748,2013-09-12 18:22:28,ASU,Too many rain dances. 1 block from home. #DeadEnd #BoulderFlood @ Chautauqua Park http://t.co/r4ynJ20RWq
479526.689563774,4431037.92366271,-105.23995,40.02931,96240,40.02931,-105.23995,1379031592,2013-09-12 18:19:52,ASU,"The Boulder Creek continues to flow at deadly levels. It has now reentered the ""moderate flood stage""! #BoulderFlood http://t.co/TXkv7cfCPj"
475735.518075658,4429065.2992088,-105.2843088,40.0114368,96465,40.0114368,-105.2843088,1379031177,2013-09-12 18:12:57,ASU,Desperately trying to divert Gregory Canyon Creek from running through our yard and into Masala co-op. #boulderflood http://t.co/KjQ5ibxXXK
477923.931731263,4427620.32510515,-105.25861812,39.99847808,96469,39.99847808,-105.25861812,1379031169,2013-09-12 18:12:49,ASU,“@GabriellaM92: We've been on the couch for 8 hours and counting @carsyngallegos @Chandler_Trees” #boulderflood
475260.847390433,4430326.03342521,-105.28991855,40.02278181,96549,40.02278181,-105.28991855,1379030998,2013-09-12 18:09:58,ASU,My house has a dam. So innovative - don't pretend you're not jealous. #boulderflood #boulder #coflood… http://t.co/jgWigR7pUq
487695.675136807,4420375.01522179,-105.14400693,39.93339799,96558,39.93339799,-105.14400693,1379030972,2013-09-12 18:09:32,ASU,"I keep hearing abt evacuations, losses and flood damage. Followed by ""Saturday's game is still on."" #boulderflood #priorities #football"
477830.798225037,4429184.44013857,-105.25976256,40.01256785,96610,40.01256785,-105.25976256,1379030842,2013-09-12 18:07:22,ASU,Took photo of path barrier/flood instructions 2 days ago...I'm assuming it's in use/underwater now. #boulderflood http://t.co/5d3PCH1UJV
475461.600809111,4433132.8487068,-105.28767218,40.04807605,96679,40.04807605,-105.28767218,1379030676,2013-09-12 18:04:36,ASU,Raging flood stream: #Boulder #CO a scene part of the now infamous #boulderflood ! @ Wonderland Lake Park http://t.co/Rhmc1DnPTN
475931.387666932,4428077.82076656,-105.2819772,40.00254554,96946,40.00254554,-105.2819772,1379030121,2013-09-12 17:55:21,ASU,It's moist and wet at the same time #boulderflood go patriots
478062.882412458,4429331.11626378,-105.25704815,40.01389542,96966,40.01389542,-105.25704815,1379030080,2013-09-12 17:54:40,ASU,1 inch of rain water = 1 foot of snow. #weatherman #boulderflood
478696.002686356,4425154.37531793,-105.24949266,39.97628035,96968,39.97628035,-105.24949266,1379030075,2013-09-12 17:54:35,ASU,Heading to S Boulder from Golden or Wheatridge? Wadsworth to US 36 ok. Avoid Table Mesa Broadway intersection in S Boulder. #boulderflood
479492.862256551,4424667.33037287,-105.2401453,39.9719119,97080,39.9719119,-105.2401453,1379029880,2013-09-12 17:51:20,ASU,"Not much, just playing #mahjong the whole day with the #roommates due to the #boulderflood @ South… http://t.co/emw4LYciry"
479526.689563774,4431037.92366271,-105.23995,40.02931,97088,40.02931,-105.23995,1379029865,2013-09-12 17:51:05,ASU,Fast moving waters north of Eben G Fine Park in #Boulder http://t.co/RgLXPV2mNQ #boulderflood #cowx #Flood
478265.81822346,4428107.87032,-105.25462932,40.00287959,97227,40.00287959,-105.25462932,1379029595,2013-09-12 17:46:35,ASU,@LongmontLibrary will the library be open tomorrow? #longmontflood
479526.689563774,4431037.92366271,-105.23995,40.02931,97350,40.02931,-105.23995,1379029276,2013-09-12 17:41:16,ASU,"Bridge at #9 at Haystack Mountain Golf Course in Niwot, CO today. This bridge has since collapsed https://t.co/bscf4tVyYX #coflood"
475260.847390433,4430326.03342521,-105.28991855,40.02278181,97428,40.02278181,-105.28991855,1379029101,2013-09-12 17:38:21,ASU,"A river runs through it. And by ""it"" I mean everything. #boulderflood @ Mapleton Hill Historic District http://t.co/ytYvQTf0CS"
479526.689563774,4431037.92366271,-105.23995,40.02931,97445,40.02931,-105.23995,1379029074,2013-09-12 17:37:54,ASU,To get a grasp of this #100yearevent (top photo copyrt @google) #boulderflood #COFlood #LongmontFlood #stvrainflood http://t.co/4tHQMeJmQi
475899.713360074,4431086.18499915,-105.28246,40.029649,97477,40.029649,-105.28246,1379029006,2013-09-12 17:36:46,ASU,Scoping out the parking garage so we can rescue our car #boulderflood http://t.co/GvtRbQEojV
479960.165385124,4428683.17563223,-105.23479692,40.00810484,98124,40.00810484,-105.23479692,1379027779,2013-09-12 17:16:19,ASU,"Here's @MichaelDriver9 looking like a stud. #BoulderFlood is a terrible story, nice to have some humor. #coflood http://t.co/yF20q8x0ZA"
478250.273966578,4425824.76076161,-105.254735,39.982309,98215,39.982309,-105.254735,1379027575,2013-09-12 17:12:55,ASU,The highest the creek has been during #boulderflood http://t.co/qBcJL7n5Xe
475646.24815879,4429689.95488609,-105.28537821,40.01706217,98245,40.01706217,-105.28537821,1379027530,2013-09-12 17:12:10,ASU,Wish I had my canoe #boulderflood
478272.890396139,4431251.18898481,-105.25465171,40.03120009,98281,40.03120009,-105.25465171,1379027453,2013-09-12 17:10:53,ASU,Can anyone in #Boulder tell me about the roads in town? We have to go to the airport to pick up a relative. #Boulderflood
478506.482803922,4426005.50448412,-105.25174026,39.98394401,98481,39.98394401,-105.25174026,1379027107,2013-09-12 17:05:07,ASU,Better sound the sirens near Bear Creek. Just started busting its banks. #boulderflood #eyewitnessSeany http://t.co/jEzXKSnutg
478348.739042886,4431062.87567999,-105.25375645,40.0295054,98609,40.0295054,-105.25375645,1379026873,2013-09-12 17:01:13,ASU,#adventuring with @JSarlo88 #boulderflood http://t.co/pXVs8MfYLq
479526.689563774,4431037.92366271,-105.23995,40.02931,98895,40.02931,-105.23995,1379026361,2013-09-12 16:52:41,ASU,Now officially the 100 year flood. Crazy. #boulderflood
474967.366515075,4432844.51221182,-105.29345505,40.04546372,112322,40.04546372,-105.29345505,1379016156,2013-09-12 16:02:36,PSU.2,"Dear Rain,Linden is a road not a river incase you forgot.Sincerely, Everyone #boulderflood http://t.co/Bw7vSGSl2F"
475927.179592854,4430810.19376305,-105.28212785,40.0271632,112323,40.0271632,-105.28212785,1379016421,2013-09-12 16:07:01,PSU.2,"Boyfriends body recovered, girlfriend missing. #boulderflood #coflood"
478267.741828427,4431254.08283536,-105.25471215,40.03122603,112324,40.03122603,-105.25471215,1379016903,2013-09-12 16:15:03,PSU.2,We have company flying into #DIA tonight from overseas. Anyone have a good source to track conditions on E-470 and I-70? #boulderflood
477722.052042976,4431829.59921116,-105.2611276,40.036397,112325,40.036397,-105.2611276,1379192104,2013-09-14 16:55:04,PSU.2,Power outages in #Boulder. You can find an Outage Map at http://t.co/2H9weeJS90 #boulderflood @DailyCamera
479654.91414389,4426118.03788042,-105.23829303,39.98498634,112326,39.98498634,-105.23829303,1379019179,2013-09-12 16:52:59,PSU.2,"Just check out pics tagged #boulderflood to get an idea of how crazy things have gotten here; crushed record for most rain in 24-hour period"
479816.706928709,4428111.54920787,-105.23645997,40.00295123,112327,40.00295123,-105.23645997,1379020755,2013-09-12 17:19:15,PSU.2,"Dont worry guys. The grocery stores are closed, but the liquor store is open. Everything will be okay after all! #boulderflood"
476201.090848821,4430709.08321863,-105.278914,40.02626,112328,40.02626,-105.278914,1379006267,2013-09-12 13:17:47,PSU.2,Find out where you live in the Boulder Hazard Flood Zone. #boulderflood *website is not phone friendly http://t.co/1rtR3O1Nbe
477173.422359008,4428442.35255485,-105.26743904,40.00586435,112329,40.00586435,-105.26743904,1379007010,2013-09-12 13:30:10,PSU.2,Just enjoying those flood days ☔ #boulderflood #boulder #4dayweekend #wet @ CU: Farrand Field http://t.co/vgJUEadLt2
476615.956270191,4428480.31339978,-105.27397168,40.00619111,112330,40.00619111,-105.27397168,1379007279,2013-09-12 13:34:39,PSU.2,Explorers. ☔🏃#boulder #boulderflood #4dayweekend #wet @ Delta Delta Delta http://t.co/XxFmSumnGq
478602.463647476,4427672.70696501,-105.25067101,39.99896749,112331,39.99896749,-105.25067101,1379007409,2013-09-12 13:36:49,PSU.2,I have never seen anything like this. Dear god. #boulderflood
479851.536741001,4425730.75070709,-105.23597809,39.98150169,112332,39.98150169,-105.23597809,1379007496,2013-09-12 13:38:16,PSU.2,3 confirmed dead & sadly I found this little paw by the creek. Be careful and get your pets inside! 😢 #boulderflood http://t.co/Y2qBnZBkTK
477464.058966286,4425132.67882921,-105.26391915,39.97605292,112333,39.97605292,-105.26391915,1379007562,2013-09-12 13:39:22,PSU.2,"Woah just got a text from CU Boulder saying ""wall of water coming down canyon"" #boulderflood"
476468.019158928,4428494.96321244,-105.27570545,40.00631899,112334,40.00631899,-105.27570545,1379008055,2013-09-12 13:47:35,PSU.2,"Well, there go the sirens again. #boulderflood #reportinglive"
477720.239784162,4428124.90738588,-105.26102163,40.00301887,112335,40.00301887,-105.26102163,1379008392,2013-09-12 13:53:12,PSU.2,But I can definitely deal with a fourday weekend. #boulderflood #coflood
478044.441971733,4431894.81213781,-105.257351,40.036993,112336,40.036993,-105.257351,1379024243,2013-09-12 18:17:23,PSU.2,Trails of water #boulderflood http://t.co/dWZm43pSZR
480149.818865815,4422614.53351124,-105.23238956,39.95343232,112337,39.95343232,-105.23238956,1379009867,2013-09-12 14:17:47,PSU.2,"Evacuation center for Boulderites YMCA of Boulder Valley, 2850 Mapleton Ave, Boulder, CO 80301#boulderflood"
476065.192634374,4429415.33717493,-105.28045893,40.01459994,112338,40.01459994,-105.28045893,1379011045,2013-09-12 14:37:25,PSU.2,Crazy flooding in Boulder #boulderflood #boulder #flood #bouldercreek #noschool @ Boulder Creek http://t.co/ZhEegz24OI
477474.016879859,4428097.52163917,-105.26390531,40.0027656,112339,40.0027656,-105.26390531,1379012742,2013-09-12 15:05:42,PSU.2,Who wants to go swimming? #boulderflood http://t.co/ES7lsDk6sT
480416.202016674,4429380.11329147,-105.22947483,40.01439475,112340,40.01439475,-105.22947483,1379013176,2013-09-12 15:12:56,PSU.2,People with flooded houses and evacuations youre more than welcome at my place its high and dry #besafe #boulderflood #lovemybuffs
477784.181357977,4431375.26013825,-105.2603838,40.0323052,112341,40.0323052,-105.2603838,1379025134,2013-09-12 18:32:14,PSU.2,Colorado flood: Highways and roads closed by the rain - http://t.co/7Z2Aqs0wgN #boulderflood #RoadClosures #Boulder
479946.799569196,4428666.35793715,-105.234953,40.007953,112342,40.007953,-105.234953,1379025294,2013-09-12 18:34:54,PSU.2,Hearing from people in Denver area that the sun is out. Still pouring rain here in Boulder. #Boulderflood #coflood
479960.165385124,4428683.17563223,-105.23479692,40.00810484,112343,40.00810484,-105.23479692,1379027779,2013-09-12 19:16:19,PSU.2,"Heres @MichaelDriver9 looking like a stud. #BoulderFlood is a terrible story, nice to have some humor. #coflood http://t.co/yF20q8x0ZA"
478472.828394478,4427698.16220499,-105.25219051,39.99919354,112344,39.99919354,-105.25219051,1379030071,2013-09-12 19:54:31,PSU.2,"Dried my hair, went outside for about a minute and...#boulderflood http://t.co/BxP95sRVDN"
477830.798225037,4429184.44013857,-105.25976256,40.01256785,112345,40.01256785,-105.25976256,1379030842,2013-09-12 20:07:22,PSU.2,Took photo of path barrier/flood instructions 2 days ago...Im assuming its in use/underwater now. #boulderflood http://t.co/5d3PCH1UJV
476491.985540938,4430928.30743073,-105.27551281,40.02824329,112346,40.02824329,-105.27551281,1379034480,2013-09-12 21:08:00,PSU.2,"So far, our place is still safe (but looking like a #shantyhouse) @beanaman #boulderflood http://t.co/Yi2YiUzewJ"
476488.971693524,4430929.91392798,-105.27554819,40.02825768,112347,40.02825768,-105.27554819,1379034536,2013-09-12 21:08:56,PSU.2,"One street over tho, theyve got some serious problems. #boulderflood http://t.co/4Q1KAr6LLo"
475560.653774796,4430830.44402207,-105.28642416,40.02733511,112348,40.02733511,-105.28642416,1379035538,2013-09-12 21:25:38,PSU.2,North boulder park = lake. #boulder #boulderflood @ North Boulder Park http://t.co/c7AA9r1hzU
475062.09006445,4432546.21461248,-105.29233315,40.04277898,112349,40.04277898,-105.29233315,1379036139,2013-09-12 21:35:39,PSU.2,"Lucky to be ""sheltering in place,"" dry, safe, with my No. 1 guy. And also, the other guy, Jack D. #boulderflood"
476547.35568669,4430175.67072335,-105.27483667,40.02146383,112350,40.02146383,-105.27483667,1379078554,2013-09-13 09:22:34,PSU.2,Incredible number of safety emails coming in from the global @techstars family. So far we are safe but bracing for more rain. #boulderflood
478323.051808775,4430288.89865777,-105.25403164,40.02253146,112351,40.02253146,-105.25403164,1379039155,2013-09-12 22:25:55,PSU.2,"Lincoln Place River johnboha pearzall #boulderco #boulderflood #universityhill @ Boulder, Colorado http://t.co/sXGSbJEc5i"
477853.797182643,4429197.69989317,-105.25949353,40.01268792,112352,40.01268792,-105.25949353,1379039445,2013-09-12 22:30:45,PSU.2,Hey guys I think the sandbags arent doing it.  #hotelflood #boulderflood #tourdebucket http://t.co/Maq892xKMk
478398.661577905,4426845.12300182,-105.253031,39.991506,112353,39.991506,-105.253031,1379040136,2013-09-12 22:42:16,PSU.2,lunchtime at Martin park. We live 1 st to the left. Hasnt stopped raining yet. #boulderflood http://t.co/37nyuY5BEl
475772.434709526,4428392.18307141,-105.28385113,40.0053733,112354,40.0053733,-105.28385113,1379041960,2013-09-12 23:12:40,PSU.2,"It was so slippery out there, mad props to all of these guys playing soccer! #boulderflood #cuboulder… http://t.co/VEM7UjSQnp"
480688.193470835,4427336.87467473,-105.226227,39.995992,112355,39.995992,-105.226227,1379043270,2013-09-12 23:34:30,PSU.2,My house has stated to flood. #boulderstruggles #boulderflood http://t.co/Qteb8aKcSa
475030.171263267,4432424.44083058,-105.29270262,40.0416809,112356,40.0416809,-105.29270262,1379080710,2013-09-13 09:58:30,PSU.2,"Spring Valley at linden the road holds but its a mess of mud, boulders, etc. #boulderflood http://t.co/MVIoroqFM0"
479355.166711734,4431173.17159634,-105.24196456,40.03052436,112357,40.03052436,-105.24196456,1379044482,2013-09-12 23:54:42,PSU.2,"Officially trapped in Boulder, all roads leading in or out are closed #boulderflood"
478268.487636085,4431254.71335674,-105.25470343,40.03123173,112358,40.03123173,-105.25470343,1379045187,2013-09-13 00:06:27,PSU.2,Um why are the sirens going off? #boulderflood
478938.969877424,4431776.34238917,-105.24686208,40.03594844,112359,40.03594844,-105.24686208,1379045214,2013-09-13 00:06:54,PSU.2,"Oh crap, flood sirens again!! #boulderflood"
475766.31549609,4429815.46831732,-105.28397596,40.01819646,112360,40.01819646,-105.28397596,1379045633,2013-09-13 00:13:53,PSU.2,Sirens and Robotic Voices.  I feel like I am in a dystopian movie made by Michael Bay. #boulderflood
476873.242762558,4429482.43534996,-105.270993,40.015227,112361,40.015227,-105.270993,1379046025,2013-09-13 00:20:25,PSU.2,#PANICMODE #BOULDERFLOOD
478434.761626294,4433376.34070688,-105.25282523,40.05035112,112362,40.05035112,-105.25282523,1379046348,2013-09-13 00:25:48,PSU.2,So much for being a land locked state... #boulderflood #coloradoflood
477080.209308892,4429297.58468901,-105.26856132,40.0135672,112363,40.0135672,-105.26856132,1379046756,2013-09-13 00:32:36,PSU.2,✌ #boulderflood http://t.co/la5e6A5FCS
475055.918856448,4432543.85741324,-105.2924054,40.04275756,112364,40.04275756,-105.2924054,1379081725,2013-09-13 10:15:25,PSU.2,“@dailycamera: Todays #boulderflood front page http://t.co/gPsDcNCM3i” if only one could find a paper
482907.974092394,4434727.69204375,-105.20041846,40.0626289,112365,40.0626289,-105.20041846,1379195428,2013-09-14 17:50:28,PSU.2,Twin Lakes Dog Park #boulderflood @ Twin Lakes Open Space http://t.co/78h1tSYABy
476287.657175001,4429242.77611696,-105.2778459,40.0130515,112366,40.0130515,-105.2778459,1379047521,2013-09-13 00:45:21,PSU.2,Drove into #boulder to dive Toi home & end up stranded. No roads in/out of the #boulderflood. The warning sirens & robocall was surprising.
475967.365016306,4429517.58617131,-105.28160901,40.01551839,112367,40.01551839,-105.28160901,1379047692,2013-09-13 00:48:12,PSU.2,Canyon Blvd is nothing short of a river. #boulderflood
475425.924249317,4428661.34405904,-105.287921,40.00778834,112368,40.00778834,-105.287921,1379047886,2013-09-13 00:51:26,PSU.2,Many hotels have been evacuated - make sure driving tourists know where is safe to go- many are confused and lost.  Help them #boulderflood
476152.109335947,4428986.54258776,-105.27942473,40.0107391,112369,40.0107391,-105.27942473,1379048216,2013-09-13 00:56:56,PSU.2,Gunshots? Or fireworks? Im afraid to find out #boulderflood
476866.910360767,4428933.61060052,-105.27104764,40.01028209,112370,40.01028209,-105.27104764,1379049492,2013-09-13 01:18:12,PSU.2,#Boulder Highs backyard right now! #boulderflood 100 plus yards from where the creek is normally flowing. #wow #unreal
478012.942934452,4428259.03580959,-105.257597,40.004235,112371,40.004235,-105.257597,1379050156,2013-09-13 01:29:16,PSU.2,Be safe tonight everyone! #BoulderFlood http://t.co/yvIZigSj6o
475730.757209217,4429828.95847652,-105.28439314,40.01831698,112372,40.01831698,-105.28439314,1379050132,2013-09-13 01:28:52,PSU.2,Heres the evac zone.  #boulderflood http://t.co/B1SpPfeCUn
477697.128618936,4429182.17715004,-105.26132871,40.01254394,112373,40.01254394,-105.26132871,1379051907,2013-09-13 01:58:27,PSU.2,"@saseskin Phone died; greater sandbag/concrete block treasures lie deeper into the #sportingwing. #boulderflood http://t.co/55ASauLmpl"
478150.701440979,4426706.64123849,-105.25593084,39.99025194,112374,39.99025194,-105.25593084,1379052444,2013-09-13 02:07:24,PSU.2,"@nikkibot Hey neighbour, I had to leave my house, how are things looking around there? Are you safe? #boulderflood"
478005.543563242,4432185.66394645,-105.25781681,40.03961246,112375,40.03961246,-105.25781681,1379083606,2013-09-13 10:46:46,PSU.2,@tantini21 kinda messy waters receded and pumps back out no telling what this new rains going 2do #boulderflood http://t.co/5gtLdUeicb
476280.034839974,4433935.71597125,-105.2781069,40.055333,112376,40.055333,-105.2781069,1379052752,2013-09-13 02:12:32,PSU.2,Map of the Boulder floodplain showing 100 and 500 year floods.  #boulderflood http://t.co/wIj5wfjFEo
478812.253875282,4432910.03560821,-105.2483844,40.04615945,112377,40.04615945,-105.2483844,1379053074,2013-09-13 02:17:54,PSU.2,"Mom just called and said the basement is flooding. My first words.""is the Xbox okay?"" #oneandonly #loveyoubabe #boulderflood"
476866.460733073,4428936.46778352,-105.27105301,40.01030782,112378,40.01030782,-105.27105301,1379053982,2013-09-13 02:33:02,PSU.2,All 12 resivors in boulder county are now failing in some way shape or form. #boulderflood #boulder
476079.004227691,4430670.53041652,-105.28034337,40.0259092,112379,40.0259092,-105.28034337,1379055080,2013-09-13 02:51:20,PSU.2,http://t.co/kSIQQPR6b7. Discharge in cubic feet per second. Careful #boulderflood
479316.902406202,4424617.01131088,-105.24220423,39.97145425,112380,39.97145425,-105.24220423,1379055492,2013-09-13 02:58:12,PSU.2,@nikkibot yeah he is 1 of my roomates. Ugh thanks for the info!! Last time I checked there was no water coming from the back #boulderflood
476845.310686708,4428932.54199162,-105.27130068,40.01027187,112381,40.01027187,-105.27130068,1379055747,2013-09-13 03:02:27,PSU.2,It all makes sense now... Tomorrow is Friday the 13th #boulderflood
479271.093172769,4428328.48699531,-105.24285905,40.00489256,112382,40.00489256,-105.24285905,1379056343,2013-09-13 03:12:23,PSU.2,#boulderflood is a pump and dump... http://t.co/n6VtgJwLs3
477915.829885323,4428339.28310864,-105.25873748,40.00495547,112383,40.00495547,-105.25873748,1379259653,2013-09-15 11:40:53,PSU.2,In #boulder for the first time since the #boulderflood. Its still pouring rain out here..
486493.776957007,4422638.30476574,-105.15812055,39.95377158,112384,39.95377158,-105.15812055,1379196860,2013-09-14 18:14:20,PSU.2,BREAKING @CUBoulder: Campus closure extended through Sept. 15. Decision on reopening for Monday will be made by Sunday.#boulderflood
478535.923024582,4427662.93846302,-105.2514502,39.99887779,112385,39.99887779,-105.2514502,1379061885,2013-09-13 04:44:45,PSU.2,"Found out my iPad and DSLR body are pretty much water resistant. Camera lens though, not so much. #oops #boulderflood #BoulderCreek"
477997.385177473,4428811.7073391,-105.257798,40.009214,112387,40.009214,-105.257798,1379066496,2013-09-13 06:01:36,PSU.2,"#boulderflood Officials say, ""things are improving."" Pls be careful! http://t.co/4NJ4bnMnLx"
480289.94960423,4431915.34929829,-105.23103123,40.0372335,112389,40.0372335,-105.23103123,1379198379,2013-09-14 18:39:39,PSU.2,CH-47 Flood Relief for #boulderflood @ Boulder Municipal Airport http://t.co/YgFGnOV5Z8
475073.180853547,4429580.52132249,-105.29208915,40.01605948,112390,40.01605948,-105.29208915,1379088067,2013-09-13 12:01:07,PSU.2,http://t.co/AEkoBMvG6z - Mapleton Hill drainage over capacity. #boulderflood
475154.886371161,4429984.1094161,-105.2911472,40.01969808,112391,40.01969808,-105.2911472,1379088819,2013-09-13 12:13:39,PSU.2,http://t.co/w84ZVON3X5 - Profanity warning. This is from yesterday. Where we are standing became part of the creek last night. #boulderflood
475829.462878868,4427809.61858647,-105.28316131,40.00012621,112392,40.00012621,-105.28316131,1379088862,2013-09-13 12:14:22,PSU.2,The day after the storm. An eerie mist looms over the Boulder Flatirons. #boulderflood #boulder http://t.co/1J8gDDhZyj
478657.074104165,4426843.06206613,-105.250004,39.991494,112393,39.991494,-105.250004,1379088957,2013-09-13 12:15:57,PSU.2,#boulderflood http://t.co/K0G7cBfqno
476054.002966192,4433044.27843712,-105.28072405,40.0472951,112394,40.0472951,-105.28072405,1379090299,2013-09-13 12:38:19,PSU.2,So happy seeing blue skies at Logans. #boulderflood
478760.161401886,4427226.02607844,-105.248809,39.994947,112395,39.994947,-105.248809,1379090445,2013-09-13 12:40:45,PSU.2,Had to walk the bike #boulderflood http://t.co/kdXGHq2aNi
478272.6345097,4428859.00870867,-105.2545746,40.0096473,112396,40.0096473,-105.2545746,1379090921,2013-09-13 12:48:41,PSU.2,Blue sky! #boulderflood @CNN http://t.co/iQAdx5RvIu
478602.37975684,4427581.86196802,-105.250669,39.998149,112397,39.998149,-105.250669,1379090948,2013-09-13 12:49:08,PSU.2,An this is me starting to collect dirt on my face #boulderflood http://t.co/fg1OxGT27s
480664.47096972,4428273.21914089,-105.22653277,40.00442767,112398,40.00442767,-105.22653277,1379091198,2013-09-13 12:53:18,PSU.2,"Boulder Creek flooding. A little blue sky and a lot of brown water... #boulderflood @ Boulder, CO http://t.co/E84XnTV1KI"
478965.046213183,4427814.3763074,-105.246428,40.000253,112399,40.000253,-105.246428,1379091393,2013-09-13 12:56:33,PSU.2,Goodbye road #boulderflood http://t.co/aPtick6VPk
476394.139668048,4428685.35411626,-105.27657795,40.00803229,112400,40.00803229,-105.27657795,1379200331,2013-09-14 19:12:11,PSU.2,Praying for my amazing city in the wake of this disaster #boulderflood #staystrong @ Fox Theatre http://t.co/epDU5Z16Df
476346.286859152,4431678.56010168,-105.27724774,40.03499873,112401,40.03499873,-105.27724774,1379091898,2013-09-13 13:04:58,PSU.2,"Thanks to COs booming #marijuana industry, we got our #BoulderFlood cleanup supplies without waiting in soldout store lines"
474990.436232734,4432841.93778195,-105.29318451,40.04544121,112402,40.04544121,-105.29318451,1379092038,2013-09-13 13:07:18,PSU.2,Is that... Is that... Sun...? #boulderflood
480101.632478729,4426424.85680275,-105.23307025,39.98776134,112403,39.98776134,-105.23307025,1379093143,2013-09-13 13:25:43,PSU.2,"That is about three feet of rushing water that didnt stop for almost five hours, filling up apts. #boulderflood http://t.co/eSdzOPXrmu"
480103.897989253,4426426.35258773,-105.23304376,39.98777487,112404,39.98777487,-105.23304376,1379093218,2013-09-13 13:26:58,PSU.2,Some neighbors and I helped an old lady up to our floor and stayed with her until water receded enough to get her home safe. #boulderflood
478213.963735538,4429148.74678474,-105.25527175,40.01225624,112405,40.01225624,-105.25527175,1379094695,2013-09-13 13:51:35,PSU.2,A bench #boulderflood @ Scott Carpenter Park http://t.co/FqhduBZ4JT
475103.502468788,4432508.42902726,-105.29184625,40.04243977,112406,40.04243977,-105.29184625,1379095789,2013-09-13 14:09:49,PSU.2,So officials in my NW hood saying voluntary evac tho if we drive out we cant get back. #boulderflood #stayingput
476014.5700239,4429601.76875073,-105.28105899,40.01627819,112407,40.01627819,-105.28105899,1379095966,2013-09-13 14:12:46,PSU.2,At least the sun is out? #boulderflood @ Gnip http://t.co/Q3OeQRV962
480197.637889646,4427202.698594,-105.23196945,39.99477175,112408,39.99477175,-105.23196945,1379097574,2013-09-13 14:39:34,PSU.2,@Racheldunn31 thanks Im ok. I wish I could say the same for my 1st floor neighbors. But all are safe. Crazy indeed! #boulderflood
475046.672741542,4432565.52687352,-105.29251462,40.04295252,112409,40.04295252,-105.29251462,1379097908,2013-09-13 14:45:08,PSU.2,Helicopter headed to Pinebrook Hills or beyond? #boulderflood http://t.co/HFLLoVXAtO
477515.137755809,4429712.27099071,-105.26347949,40.01731509,112410,40.01731509,-105.26347949,1379097975,2013-09-13 14:46:15,PSU.2,Bit of a festival atmosphere downtown -- everyone and their dog out to see  #boulderflood
478312.334039659,4427587.89972521,-105.254067,39.998196,112411,39.998196,-105.254067,1379098382,2013-09-13 14:53:02,PSU.2,People still be out running today @OnlyInBoulder #boulderflood
479154.346086053,4426717.43267701,-105.24417514,39.99037453,112412,39.99037453,-105.24417514,1379205185,2013-09-14 20:33:05,PSU.2,"@mitchellbyars: 100-150 miles of road destroyed, 20-30 vehicles, $150 million in damage. #boulderflood"
476428.198330728,4428770.01061538,-105.27618198,40.00879597,112413,40.00879597,-105.27618198,1379101946,2013-09-13 15:52:26,PSU.2,Hoping all my fellow buffs are staying safe amidst the craziness ❤ #boulderflood @ University of Colorado http://t.co/g7ZZup9wfX
479115.658816919,4426981.92501246,-105.2446368,39.99275658,112414,39.99275658,-105.2446368,1379103004,2013-09-13 16:10:04,PSU.2,Biking the #boulderflood @ City of Boulder http://t.co/rs9x2quSop
479115.658816919,4426981.92501246,-105.2446368,39.99275658,112415,39.99275658,-105.2446368,1379103073,2013-09-13 16:11:13,PSU.2,But couldnt bike all of it #boulderflood @ City of Boulder http://t.co/m0KYamQsDU
482334.722603692,4437328.81641863,-105.20721129,40.08605224,112416,40.08605224,-105.20721129,1379206230,2013-09-14 20:50:30,PSU.2,High waters at coot lake #boulderflood @ Coot lake http://t.co/H1IJ8rbK5H
475029.930727338,4432429.64272836,-105.29270564,40.04172776,112417,40.04172776,-105.29270564,1379103393,2013-09-13 16:16:33,PSU.2,And yes his last name is really Flood. He said last night was intense. #boulderflood
476927.427406731,4429817.2472753,-105.27036999,40.01824503,112418,40.01824503,-105.27036999,1379104363,2013-09-13 16:32:43,PSU.2,"Basement is so screwed, but hey, safety first #boulderflood #coloradoflood http://t.co/qYWi6ggwc0"
476534.628910276,4429316.44670158,-105.27495474,40.01372215,112419,40.01372215,-105.27495474,1379104560,2013-09-13 16:36:00,PSU.2,"In hindsight, maybe showing up for todays lax practice was kinda stupid. #boulderflood @ Boulder High… http://t.co/QBuRTkdeF8"
